1,2022-08-08,1,1,1,1,1652577366,100000
2,2022-08-08,1,1,1,1,1652577366,100000
3,2022-08-08,1,1,1,1,1652577366,100000
4,2022-08-08,1,1,1,1,1652577366,100000
5,2022-08-08,1,1,1,1,1652577366,100000
6,2022-08-08,1,1,1,1,1652577366,100000
7,2022-08-08,1,1,1,1,1652577366,100000
8,2022-08-08,1,1,1,1,1652577366,100000
9,2022-08-08,1,1,1,1,1652577366,100000
10,2022-08-08,1,1,1,1,1652577366,100000
11,2022-08-08,1,1,1,1,1652577366,100000
12,2022-08-08,1,1,1,1,1652577366,100000
13,2022-08-08,1,1,1,1,1652577366,100000
14,2022-08-08,1,1,1,1,1652577366,100000
15,2022-08-08,1,1,1,1,1652577366,100000
16,2022-08-08,1,1,1,1,1652577366,100000